Name,Time, , Duration,Note
Baby,1. 7. 17 10:41,2 hrs 3 min,
Baby,1. 7. 17 16:25,54 min,
Baby,1. 7. 17 21:20,10 hrs 40 min,
Baby,2. 7. 17 12:30,3 hrs,
Baby,2. 7. 17 19:36,11 hrs 19 min,
Baby,3. 7. 17 11:56,2 hrs 12 min,
Baby,3. 7. 17 19:03,10 hrs 32 min,
Baby,4. 7. 17 08:03,2 hrs 27 min,
Baby,4. 7. 17 16:15,1 hr 37 min,
Baby,4. 7. 17 21:26,9 hrs 44 min,
Baby,5. 7. 17 08:58,1 hr 57 min,
Baby,5. 7. 17 14:45,2 hrs 25 min,
Baby,5. 7. 17 22:12,10 hrs 18 min,
Baby,6. 7. 17 14:30,3 hrs,
Baby,6. 7. 17 21:20,9 hrs 35 min,
Baby,7. 7. 17 13:30,2 hrs,
Baby,7. 7. 17 20:21,10 hrs 54 min,
Baby,8. 7. 17 10:52,1 hr 40 min,
Baby,8. 7. 17 17:02,2 hrs 40 min,
Baby,8. 7. 17 21:55,6 hrs 35 min,
Baby,9. 7. 17 10:25,2 hrs 50 min,
Baby,9. 7. 17 16:10,50 min,
Baby,9. 7. 17 21:43,9 hrs 7 min,
Baby,10. 7. 17 12:30,2 hrs,
Baby,10. 7. 17 18:27,56 min,
Baby,10. 7. 17 21:28,9 hrs 32 min,
Baby,11. 7. 17 12:30,2 hrs,
Baby,11. 7. 17 19:10,41 min,
Baby,11. 7. 17 21:22,8 hrs 23 min,
Baby,12. 7. 17 12:30,2 hrs,
Baby,12. 7. 17 17:20,1 hr 4 min,
Baby,12. 7. 17 21:42,8 hrs 58 min,
Baby,13. 7. 17 12:30,2 hrs,
Baby,13. 7. 17 20:00,11 hrs 30 min,
Baby,14. 7. 17 12:30,1 hr 59 min,
Baby,14. 7. 17 22:45,8 hrs 15 min,
Baby,15. 7. 17 10:55,35 min,
Baby,15. 7. 17 16:26,2 hrs 14 min,
